lemma	sense_num	definition	ontonotes_sense_examples	visualness_label
hold	5	possess or control something, e.g., money, position of authority, honor	"Most of the stock is held by just the founders of that firm.
The dissatisfied students held the President's office for almost a week.
When the battle ended, the Union troops still held the ridge.
They hold four gold medals from their past competitions.
Will she hold the office of assistant dean?
He held the chairmanship for 10 years.
His father held two advanced degrees from Harvard.
She held down two jobs in order to support her family.
His wife held on to his clothes long after he had died.
They held over the movie for another week."	0.0
hold	6	contain or accommodate	"He held the memory of her in his heart.
The last chapter holds the key to how the murder was done.
That case used to hold my grandfather's violin.
This can holds five gallons.
The opera house holds two thousand people.
My coin purse won't hold any more change.
He just can't hold his liquor."	0.0
hold	7	be relevant or applicable	"This theory still holds.
The same rules will hold for all members of our club."	0.0
hold	8	conduct a social event	"We held a reception in his honor.
They held a special emergency meeting last week.
They are holding inquiries next week."	1.0
hold	9	block or cover protectively (by grasping)	"We held our noses when we passed near the dead skunk on the highway.
He held his ears as the F-15s flew by overhead."	1.0
hold	10	idioms	"He held forth at length on his views of modern life.
No one plays better. She can hold her own against anyone.
He held the threat of expulsion over her.
I won't hold still for that kind of behavior!
The GOP held sway for several years, until the Democrats won the House.
We were held up at gunpoint!
He held up his sister as a shining example of purity.
That theory just doesn't hold water."	0.0
crawl	1	Move slowly, as in the case of people or    animals with the body near the ground or a natural feature running along    the ground; also in terms of a process.	"The crocodile was crawling along the riverbed.
The stream crawled along the floor of the canyon.
The presidential search process crawled along for many months without results.
The climber crawled up the wall.
When each of my babies began to crawl away from me, though, I began to feel abandoned.
That seems like something that crawled out of a Stephen King novel."	1.0
crawl	2	Be full of.	"The old cheese was crawling with maggots.
The grave crawled with insects of all sorts."	1.0
crawl	3	Feel as if crawling with insects.	"My skin crawled - I was terrified!
His mind crawled with ideas that demanded to be put on paper."	0.0
crawl	4	Show submission or fear.	"He crawled away in defeat.
Well, they should know that not every employee is going to crawl away in fear.
We don't have to crawl in submission to anyone."	0.0
crawl	6	Swim by doing the crawl.	European children learn the breast stroke; they often don't know how to crawl.	1.0
eat	1	consume or absorb as food, take in a meal	"I ate.
She was eating an apple.
What do whales eat?
This plant eats bugs.
What did you eat for dinner last night?
I haven't eaten for three days.
Have you eaten yet?
I made some oven-baked risotto, and they ate it up.
I didn't eat yet, so I gladly accept your invitation.
She stopped eating meat on advice from her doctor.
I'm so hungry that I could eat a horse.
Will you have a bite to eat?
Stop eating like a horse, there won't be enough for our guests.
Some pigeons will eat out of your hand."	1.0
eat	2	consume resources or (completely) use up materials	"This car eats a lot of gas.
If only the radio didn't eat up so much power and sounded better.
College eats money too fast for me."	0.0
eat	3	erode or corrode into something	"Rust had eaten into the chrome.
The acid eats the surface, leaving a negative image of the same color.
What's eating him, now?
What's eating on you?
This is one of those little things that just eats at my brain.
Government waste eats away at the freedom of taxpayers.
I'm so alone, and it's eating me away inside.
The job ate into my personal thinking time.
A mouse ate into my cereal box!"	1.0
eat	4	absorb the cost, consequence, or expense of something	"You're going to have to eat that traffic fine.
You eat your losses and move onto the next investment.
I was left to eat his debt when he dissappeared.
An honest trader will eat his mistakes.
Sam said it would never sell, but I expect he'll have to eat his words.
If she actually marries him I'll eat my hat.
After all that boasting, he's been forced to eat humble pie.
Nature's editor beat a hasty retreat, and publicly ate crow."	0.0
eat	5	endorse strongly, accept, or be fooled	"The folks in the audience absolutely ate it up.
Do you believe they ate that lie?
I ate it all up without stopping to consider alternatives.
He'll eat up whatever the broker tells him."	0.0
eat	6	manipulate, overwhelm or dominate	"He eats people like you for breakfast.
Their football team ate ours in the second half of the game.
Believe in yourself and have others eating out of your hand.
An inexperienced manager can easily be eaten alive in a competitive corporate environment.
This exam will surely eat me alive."	0.0
eat	7	pour out a particular emotion toward something	"Eat your heart out, Pavarotti!
I've watched an ex-girlfriend post about her new boyfriend while I ate my heart out.
During the first two years, I ate my heart out while I cried myself to sleep."	0.0
fly	1	(cause to) float in or move through air	"Man cannot fly.
The Piper J-3 cub is the plane that taught America to fly!
She flies F-16s.
Let's go fly a kite!
The nations fly their flags in front of the UN.
We flew blind through the fog.
An enemy plane flew by.
They were open-cockpit mail pilots who flew contact.
They flew on through the night.
We fly flowers from the Caribbean to North America.
She is flying to Cincinnati tonight.
Are we driving or flying?
Linbergh was the first to fly the Atlantic."	1.0
